4,9
3,9
2,9
2,8
2,7
3,7
4,7
4,6
4,5
3,5
2,5
2,4
2,3
2,2
1,2
1,1
1,0
0,0

0,0
1,0
1,1
1,2
2,2
2,3
2,4
2,5
3,5
4,5
4,6
4,7
3,7
2,7
2,8
2,9
3,9
4,9

9,7
8,7
8,6
7,6
6,6
6,5
6,4
6,3
6,2
5,2
4,2
3,2
2,2
1,2
1,1
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0

0,6
0,5
0,4
0,3
0,2
1,2
2,2
3,2
4,2
5,2
6,2
6,3
6,4
6,5
6,6
7,6
8,6
8,7
9,7

9,0
8,0
7,0
6,0
5,0
4,0
3,0
2,0
1,0
1,1
1,2
2,2
2,3
2,4
2,5
3,5
4,5
4,6
4,7
3,7
2,7
2,8
2,9
1,9
0,9

